,Review_Date,Author,Rating,Review_Title,Review,Review_Url
0,23 May 2023,siderite,4," What a pointless film
","Imagine a video game where you are shooting bad guys. Your hardware is old so everything is kind of slow and out of focus. The opponents are set to Easy and you installed a hack to give you invincibility and autoaim. And they come at you slowly, shouting, out in the open, with weapons that fire three or four bullets before they run out and they can shoot anything anyway. They use no snipers, no explosives, no traps of any kind. They can't even hit you when they're next to you and wielding a knife. And you try to fight them in a decent manner, yet your avatar moves like a 60 year old man and even with the autoaim you still suck. And if you somehow get into the many separate levels where nothing make sense, you get a big cinematic that takes you out of it. And because the cinematic is in 4k or whatever, it feels like slow motion.",/review/rw9073117/?ref_=tt_urv
1,30 March 2023,neil-476,5," There is such a thing as too much
","The Table, the international crminal brotherhood which has condemned John Wick empowers The Marquis to deal with him (and the Manager of the New York Continentale Hotel). But maybe, just maybe, there is a way out.",/review/rw8960544/?ref_=tt_urv
2,25 March 2023,BA_Harrison,4," It got on my wick.
","The first three John Wick films came in fairly quick succession, with only five years between the first and third chapters, each film trying to top the one before in terms of wild set pieces. For me, it all became a bit too much, the action rapidly becoming too frenetic and over-the-top. By Parabellum (part three), I had had enough.",/review/rw8950606/?ref_=tt_urv
3,23 May 2023,namob-43673,3," I was rolling my eyes the whole time... all 3 hours...
","These John Wick movies can be sort of fun in the sense that they are unintelligent violent nonsense pretending to be movies. There is something entertaining about dumb nonsense sometimes, and the first two of this franchise was decently okay in this regard. The last one and this one however not so much, only dumb.",/review/rw9072963/?ref_=tt_urv
4,24 March 2023,fciocca,4," John Wick became the parody of himself. The true identity of this franchise is completely lost.
","I went to the cinema with great expectations. I have to admit that the photography is gorgeous, the locations are wonderful and the action sequences are well coordinated. However I feel that the true identity of this franchise was completely lost with this fourth chapter. The first two movies for me are the best because the stunts look more credible. ""Parabellum"" started to drop in quality, but it was still a solid flick. Here John suddenly became a superhero that can take any hit and can fall from every height and he can just keep going like nothing happened. When Chad Stahelski directed the first movie he was not expecting all this success and when the production company ordered sequels, he did not really know how to develop this saga. Now it is one of the biggest action franchises with a TV show that will be aired in the future and maybe with a 5th entry that was already approved. This got definitely out of hand and Wick basically became the parody of himself, with scenes that have forced comedic moments that do not quite deliver. In my perspective they really do not know what to invent anymore. I really hope that in the future screenwriters and the director will come up with better ideas, because it is a series with potential and it showed it in the previous chapters, but in this case it just felt pointless and purposeless.",/review/rw8948738/?ref_=tt_urv
5,2 April 2023,skyhawk747,4," Am I missing something here?
",What is all the raving about with this movie? I felt it lacked a decent storyline and was 2 hours and 35 mins of fighting while the remaining 10 or so minutes was acting.,/review/rw8967740/?ref_=tt_urv
6,24 March 2023,IMDbKeepsDeletingMyReviews,5," ""Yeah.""
","In this fourth installment of 8711's successful franchise, Keanu Reeves wearily drags himself from setpiece to setpiece, saying little, surviving the most ridiculous setups and finally achieves nothing.",/review/rw8947952/?ref_=tt_urv
7,23 April 2023,antti-eskelinen-329-929792,4," I don't understand the great scores of this movie
",In my opinion this is by far the worst movie of the franchise. It's just way too over the top. Everybody seems to have magical jackets now to stop the bullets.,/review/rw9011753/?ref_=tt_urv
8,28 May 2023,dstan-71445,2," Disappointed.
","Very much over rated. Repetitive, tiring and inauthentic fight choreography for 3 hrs straight. Unnatural and generic one liner filled script. No deep drama whatsoever. Just bland, perpetual killings till one is numb. Awful and fake seeming blood effects. Bland, cliched action hero.",/review/rw9082993/?ref_=tt_urv
9,30 March 2023,drjgardner,2," Ridiculous, boring and pathetic...
","...all at the same time. This hybrid comic book-video game has a stupid plot, worse than average acting, and fight scenes that are so poorly done you don't mind going to the bathroom. Don't get me wrong. I loved John Wick 1. Thought #2 was OK. Then came #3., It showed they were out of imagination and should have stopped with #2. Now with #4 they show that they are not artists or creatives but merely clowns looking for as buck.",/review/rw8959398/?ref_=tt_urv
10,22 March 2023,lovemichaeljordan,8," How Can Anyone Choose to Watch Marvel Over This?
","Most American action flicks released these days have poor screenplays and overuse computer-generated imagery. The John Wick franchise is one of the few exceptions, along with Mission Impossible. These franchises keep getting better with every entry. Hollywood can make action masterpieces, but Marvel has greater demand, so that's what we get most of. It's a shame.",/review/rw8944843/?ref_=tt_urv
11,26 April 2023,kskmah,1," NOPE
","Who needs a 2hr and 40 min action movie? No one. Yes the action was good, but repeats so many times that it becomes so boring. How can hundreds of assassins not kill one man? Answer, not possible, only in this movie and series. How many times could the dog man have killed Wick? Many. So no other assassin could? Why would the table head get Caine to kill Wick when he knows he won't. You can challenge the head to a duel as a rule, but they only assigned a head for the first time ever in this movie? WTF? And then the head can select a replacement? And he selects a blind man. All Wick had to do was to stand on the side or drop down and he wouldn't get shot. I think everyone knew Wick didn't shoot in the last round, except for the stupid head bad guy. This is not an action movie, it's a fantasy.",/review/rw9017658/?ref_=tt_urv
12,24 March 2023,FeastMode,9," A new standard has been set for fight scenes
","Half of this review will be me gushing about the action. Wow. Just wow. I was in complete awe. There were multiple times I was both tearing up and laughing at how unbelievably amazing the fight scenes are. Now this is nothing new for the John Wick series. But for me, this is far and away the best action of the entire series.",/review/rw8947764/?ref_=tt_urv
13,29 March 2023,MovieIQTest,," Where is the STORY? A brainless video game?
","From the very beginning to the end, nothing but endless kills, fighting, close combats, bloods squirts or splashes, KR after four chapters, he looked older, slower and tiresome. The screenplay was so pretentious and pointless, the dialog looked forced and boring, katana swords vs. Bullets, and almost every bullet could be fenced off by the katana sword blades. The scenarios and the plots just kept stacked up without any reason or clue, just kill, kill, kill...nothing but kills. All the fighting sequences just like Shaw Brothers' 1970s poor and laughable Hong Kong martial art movies, heavily choreographically staged, looked so forced and fake. Every kill was not killed with one bullets but many, yet the handguns seemed equipped with endless bullets, bang, bang, bang, even the fallen guys already dead, but still needed to be shot several times more to increase the violent sound effect. I don't know what's the purpose of making these 4th Chapter, and I think the 1st Chapter only needed a following 2nd Chapter to end it, but what the heck, brainless young viewers need bloody fights, more dead bodies, ridiculous screenplay with clueless storyline, no real plots or real story really needed, just created something like violent video games.",/review/rw8957575/?ref_=tt_urv
14,23 March 2023,markvanwasbeek,9," Yeah
","By now you know what to expect from a John Wick movie. I thought the franchise was losing a little momentum in chapter 3 so I was worried this could be disappointing. It's not. It's even more on steroids than any Wick before! Even close to 3 hours it doesn't feel to long which is very special for a action movie. This franchise has set new standards. If anybody says a movie is good like John Wick, it better f'n be! The set pieces as everyone mentioned before are really insane this time. The Tokyo sceney with illuminated cherry blossoms was beautiful. The only super illogical thing that bothered me was that nobody flinched at the nightclub, eventually they did but after a whole 10 minute beatdown through the whole club, but then again it's a shady nightclub for high table people. If you liked the first three movies, get your ass to the cinema. Yeah.",/review/rw8946621/?ref_=tt_urv
15,5 April 2023,rupali-38827,4," Damp Wick
","No idea how the ratings are as high as they are. If you thought the first one was enjoyable but the 3rd one was bull, read on.",/review/rw8972614/?ref_=tt_urv
16,25 March 2023,vengeance20,4," John Weak 4: It Loses It Way
","Ok, so I got back from seeing this entry yesterday night. I'm writing this review in the early hours after midnight as the film went on for a good whopping 2 hours & 39 minutes!! But we'll get to that in a bit...! Anyway, I was looking forward to this film since John Wick 3's release back in 2019 & this film has had a bit of a troubled history of getting pushed back until it finally got its March 2023 release. I must admit I was a bit skeptical, but, was looking forward to this as the John Wick films are ace, but this film was a bitter disappointment...!",/review/rw8949045/?ref_=tt_urv
17,16 March 2023,tresm87,9," While the Wick franchise has already solidified itself one of the best in the action genre, this massive film is the most spectacular entry of the genre in 30 years.
","Stuntman turned writer/director Chad Stahelski struck gold with his 2014 surprise hit John Wick. It was somewhat of a comeback for the legendary Keanu Reeves and reinvigorated the action genre. Since then it's become THE action juggernaut franchise. Now we are on number 4 and while usually things get redone with that amount of sequels, this film innovates and thrills to new heights in an absolute epic.",/review/rw8932278/?ref_=tt_urv
18,17 March 2023,cadillac20,10," Not Just The Best John Wick, But Possibly One Of The Best Action Movies Ever
","Ever since the original John Wick, the franchise has set a standard of what action in Hollywood should be. Thanks to Chad Stahelski and Keanu Reeve's knowledge of the technical aspects of shooting action, they've been able to deliver expertly choreographed, shot, and edited action films that are now the go to as examples of great action filmmaking. And so, the expectations for the fourth film were fairly high, especially as it became more apparent this was not only the culmination of everything before it, but a whopping 169 minutes long. Rest assured, however, that it delivers in spades. Everything we have come to know and love is here, but with an infusion of creativity like we haven't seen from the franchise yet.",/review/rw8935367/?ref_=tt_urv
19,17 March 2023,tkdlifemagazine,9," The Best John Wick Sequel
","John Wick: Chapter 4 picks up where Chapter 3: Parabellum left off. As has been the tradition in the sequels to this beloved martial arts action franchise the action starts from the very inception of the film's opening, and lasts until the curtain falls. JW4 is no exception to that rule. What it does do is improve on the prior installment, and solidify Keanu Reeves as the greatest martial arts action star of all time. If you don't accept that notion, then you must accept the fact that it solidifies Reeves and Director, Chad Stahelski, as the greatest martial arts action pairing of modern times.",/review/rw8935117/?ref_=tt_urv
