,Review_Date,Author,Rating,Review_Title,Review,Review_Url
0,14 September 2018,classicsoncall,7," ""No one gets out and comes back without repercussions.""
","No doubt about it, ""John Wick: Chapter 2"" is a slick action thriller, but man, oh man, how can any one person absorb that kind of punishment? John (Keanu Reeves) gets shot, stabbed and hit by cars multiple times and postures a limp now and then to indicate he might have gotten just a little bit hurt. Besides that, he almost never makes a wrong move when hunted by dozens of assassins all at the same time. Okay, I get it, Reeves is the star of the picture and has to come out on top, but I'd like a little more credibility put into these kinds of stories. But I guess that's the whole point, suspend your disbelief for a couple of hours and just go with all of the over the top action the film makers can put together.",/review/rw4338449/?ref_=tt_urv
1,28 November 2020,danielmanson,8," It's just a great action film
",I mean. This literally is what is says on the tin. It's jam packed with action and I love it.,/review/rw6316364/?ref_=tt_urv
2,14 February 2017,ThomasDrufke,8," Professional Courtesy
","A film with more head-shots than words spoken, John Wick: Chapter 2 is just about the most violent film I've seen in quite some time. But it knows exactly what it wants to do, and succeeds immensely.",/review/rw3640053/?ref_=tt_urv
3,5 May 2023,Coventry,5," Stab, kick, shoot, repeat. Stab, kick, shoot, repeat. Stab, kick shoot, repeat.
","Well, I committed to watching the first three ""John Wick"" movies consecutively, and in case I totally worship them - like apparently the rest of the world does - I would hurry myself to the theater and watch the fourth installment on the big screen. After the first one already, I knew this wasn't going to be my thing. Not that ""John Wick"" is a bad film, it's just a very monotonous 'shoot-em-all-up' actioner that rapidly makes you go like ""yeah, whatever"".",/review/rw9034779/?ref_=tt_urv
4,13 February 2017,paul-allaer,8," The rare sequel that is better than the original movie
","""John Wick: Chapter 2"" (2017 release; 122 min.) continues the 'adventures' of former (?) hit man John Wick. As the movie opens, we are immediately thrown in the middle of a car vs. bike chase, and next thing we know, we find our man retrieving his beloved Mustang from a chop shop in NYC, but not without cars flying about, and dozens of dead or wounded bodies. And that's all in the pre-opening credits! As the story unfolds, Wick, who wants ""out, is nevertheless forced back ""in"" when an Italian baddie calls in a favor and Wick has no choice but to accept. To tell you more of the plot would spoil your viewing experience, you'll just have to see for yourself how it all plays out.",/review/rw3639244/?ref_=tt_urv
5,7 October 2017,SnoopyStyle,6," more Gun Fu
","Iosef's uncle still has John Wick's car. Wick comes after it and the uncle accepts his offer of peace. He hopes to return to his peaceful retirement but crime lord Santino D'Antonio calls in his Marker. He faces deadly assassins, numerous killers, and countless thugs as Santino uses him to gain power even offering a $7 million contract.",/review/rw3825224/?ref_=tt_urv
6,14 February 2017,RforFilm,8," John Wick: Chapter 2 continues it's faced paced, neo-noir story of our assassin
","In 2014, a Keanu Reeves revenge thriller John Wick became a surprise hit. I originally skipped out on the film as I felt that the trailers only showed an assassin story that I felt I've seen before. As far as I'm concerned, I made a big mistake. Before seeing the sequel, I felt it was important to watch the first one. I rented it on Amazon Prime and I was shock by what I saw; a dark, stylish, and fun action movie that is doing it's own thing. Though I've seen plenty stories about revenge (The Count of Monte Cristo and Moby Dick being the prime examples), I can't recall one over someone's pet being murdered. ",/review/rw3639868/?ref_=tt_urv
7,17 February 2017,coreyjdenford,8," He's Bloody Back
",This review of John Wick: Chapter 2 is spoiler free,/review/rw3641212/?ref_=tt_urv
8,23 February 2020,MrHeraclius,," Great
","In this 2nd installment of John Wick, the stylish visual and hard core action returns twice the level of the first film. So prepare for another suspenseful and cliffhanging sequences flow from this action movie when you watch this. The story goes deeper and the action scenes were incredibly entertaining! The revenge theme was still part of the movie's plot but this time the focus is the personal backstab of Wick. Keanu Reeves delivers again a notable performance as a titular character. This film is what a sequel movie should be - justifying the connection to the predecessor movie that made it successful by expanding its story and maintaining the elements that made it a superb film. The ending of this film opened the possibility of many more franchise of this movie.",/review/rw5503709/?ref_=tt_urv
9,22 July 2017,Horst_In_Translation,4," A disappointing sequel for the most part
","""John Wick: Chapter 2"" is an American movie from this year (2017). Experienced visual effects artist Stahelski and Kolstad returned from the very first Wick film to work on the script/direction here too, so the premise with regard to people working behind the camera is there. And in front of the camera we see familiar faces again, people that survived the film, like most of all Keanu Reeves playing the central character. This is a really long film at over 2 hours and at this runtime, it is considerably longer than the first. And there is a lot other stuff different compared to the original. Most has to do with the fun component. I think the first film was a great fun watch from start to finish while offering emotion nonetheless and also delivering in the crime and drama genres. And action too, but I don't care too much about that. This genre is also basically the only one where this new movie delivers as the first 30 minutes are truly packed with action. It gets less afterward, but there is no denying that it was still all about the action and nothing else.",/review/rw3760991/?ref_=tt_urv
